ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,timestamp
0.39,0.15,-0.52,-0.35,-4.61,11.50,-0.26,0.90,0.40,7.98,-0.54,-0.73,1764277169.4417653
0.41,0.06,-0.44,4.37,-80.00,13.76,-0.26,0.90,0.41,7.87,-2.08,-0.47,1764277169.458074
0.18,0.20,0.80,39.52,-250.14,14.39,-0.31,0.90,0.43,4.52,5.76,0.40,1764277169.4758105
-0.30,0.03,0.60,58.27,-250.14,32.03,-0.28,0.87,0.43,-0.86,7.37,-5.99,1764277169.492459
-0.72,-0.40,-1.92,59.10,-250.14,-38.11,-0.28,0.86,0.42,-10.29,14.18,-12.02,1764277169.5079222
-0.70,0.09,-1.66,17.98,-250.14,-59.84,-0.31,0.92,0.45,-2.52,19.98,-12.33,1764277169.5372353
-0.51,0.10,-1.83,-15.10,-250.14,-42.82,-0.28,0.90,0.41,0.31,16.93,-6.65,1764277169.552882
-0.43,0.15,-1.73,-17.31,-229.99,-28.98,-0.29,0.88,0.41,4.81,13.16,-1.69,1764277169.5699298
-0.44,0.09,-1.79,-12.02,-49.10,-6.07,-0.29,0.89,0.40,10.60,4.15,4.56,1764277169.5846145
-0.49,0.06,-1.32,-3.32,92.90,6.13,-0.26,0.88,0.40,17.60,-0.76,7.37,1764277169.6014085
-0.39,0.10,-1.10,1.89,148.82,15.25,-0.25,0.88,0.37,22.12,-7.22,9.44,1764277169.6166081
-0.40,0.08,-1.53,1.52,250.13,26.79,-0.26,0.88,0.37,24.59,-9.31,11.26,1764277169.6333935
-0.40,0.07,-1.38,-5.91,250.13,32.71,-0.25,0.88,0.36,25.69,-9.76,12.75,1764277169.6508853
-0.36,-0.03,-1.00,-14.74,250.13,27.21,-0.26,0.88,0.37,20.21,-6.01,11.27,1764277169.7360852
-0.22,0.01,-0.75,-22.87,250.13,10.61,-0.26,0.88,0.36,13.24,-1.44,7.41,1764277169.736241
-0.03,0.05,-0.54,-18.17,250.13,3.77,-0.26,0.90,0.38,8.80,3.40,3.91,1764277169.736278
0.10,0.08,-0.82,-17.08,201.69,0.00,-0.25,0.91,0.37,4.90,4.67,-0.55,1764277169.7363074
0.13,0.12,-0.85,-10.25,154.19,1.50,-0.25,0.91,0.39,6.92,2.23,-1.87,1764277169.7444103
0.21,0.08,-0.90,-9.76,131.58,6.06,-0.26,0.91,0.38,6.66,0.82,-0.50,1764277169.7576797
0.24,0.03,-0.87,-12.68,111.58,2.47,-0.26,0.91,0.38,5.75,0.53,1.25,1764277169.7859645
0.30,0.16,-0.87,-12.07,96.60,7.56,-0.25,0.90,0.38,6.71,-1.60,1.60,1764277169.7972534
0.34,0.07,-0.84,-11.53,79.80,8.27,-0.25,0.90,0.35,6.21,1.02,-0.65,1764277169.8127568
0.35,0.06,-0.80,-5.69,56.95,4.02,-0.25,0.89,0.36,4.24,2.78,-2.02,1764277169.8288968
0.38,0.11,-0.77,-1.02,35.15,5.44,-0.25,0.90,0.36,2.29,2.91,-2.18,1764277169.8463073
0.38,0.14,-0.99,-5.12,26.79,8.15,-0.25,0.90,0.38,5.10,-2.34,-1.79,1764277169.8645673
0.37,0.07,-0.58,-1.05,-7.21,9.38,-0.27,0.92,0.38,4.68,0.46,0.29,1764277169.8834484
0.30,0.05,0.82,17.73,-169.64,4.81,-0.25,0.92,0.38,3.21,2.28,3.25,1764277169.900477
-0.23,-0.21,2.00,52.42,-250.14,22.73,-0.24,0.89,0.34,-12.91,-1.59,-1.15,1764277169.9240675
-1.41,0.00,-1.86,-15.29,-176.24,-22.35,-0.30,0.91,0.40,0.78,14.23,-12.49,1764277169.9878483
-0.61,-0.03,-1.61,-7.37,59.21,0.82,-0.30,0.93,0.47,12.40,-1.57,2.10,1764277170.0065122
-0.52,0.10,-1.09,-4.13,124.61,21.42,-0.29,0.93,0.42,20.88,-16.28,14.01,1764277170.0278192
-0.53,0.06,-1.47,-2.85,200.46,29.52,-0.30,0.87,0.40,22.34,-19.80,16.66,1764277170.0445101
-0.50,0.07,-1.62,-3.92,250.13,35.60,-0.28,0.89,0.39,26.98,-15.05,16.88,1764277170.0634463
-0.42,0.06,-1.22,-3.50,250.13,29.66,-0.25,0.89,0.35,24.00,-5.63,15.35,1764277170.0800924
-0.31,-0.05,-0.79,-14.97,250.13,11.52,-0.24,0.88,0.35,13.24,-3.15,10.75,1764277170.100659
-0.13,0.10,-0.68,-24.64,250.13,0.76,-0.22,0.88,0.33,7.78,-3.88,9.21,1764277170.113548
-0.04,0.08,-0.63,-28.52,250.13,0.06,-0.23,0.89,0.36,5.14,-4.36,7.72,1764277170.1340384
0.12,0.10,-0.75,-25.34,212.34,0.79,-0.23,0.90,0.35,3.39,-4.87,6.56,1764277170.1528437
0.17,0.08,-0.72,-23.99,173.69,-3.30,-0.24,0.90,0.37,0.97,-0.60,6.31,1764277170.169195
0.23,0.07,-0.76,-21.50,126.40,-10.02,-0.23,0.91,0.38,-2.21,1.02,6.15,1764277170.196231
0.32,0.13,-1.06,-19.39,114.01,-10.76,-0.23,0.91,0.41,-2.85,-4.37,6.85,1764277170.2031522
0.28,0.16,-1.04,-27.07,116.57,-4.89,-0.25,0.92,0.41,1.39,-7.73,7.21,1764277170.2313209
0.34,0.14,-0.87,-31.90,111.27,-5.83,-0.23,0.91,0.40,1.92,-10.83,10.24,1764277170.2417176
0.43,0.13,-0.71,-28.95,90.35,-3.69,-0.24,0.91,0.38,-1.53,-9.91,12.47,1764277170.2609792
0.40,0.20,-0.76,-20.83,60.26,-6.35,-0.21,0.91,0.41,0.21,-8.98,10.56,1764277170.2788708
0.45,0.37,-0.87,-16.76,50.30,11.69,-0.22,0.92,0.40,4.04,-10.40,3.92,1764277170.3110726
0.41,0.20,-0.70,-5.13,25.75,15.88,-0.24,0.92,0.41,5.64,-4.55,-1.05,1764277170.3111634
0.46,0.17,-0.72,8.79,-16.77,12.05,-0.24,0.92,0.39,3.73,1.47,-2.82,1764277170.3412006
0.42,0.07,0.08,29.24,-129.34,5.10,-0.21,0.91,0.39,5.94,5.67,-3.09,1764277170.356768
0.23,0.35,-0.44,51.40,-250.14,25.63,-0.21,0.90,0.39,4.18,2.52,-4.21,1764277170.364943
0.04,-0.13,-1.22,29.13,-250.14,14.40,-0.23,0.89,0.39,5.70,3.66,-3.32,1764277170.3843853
0.04,-0.04,-0.85,20.74,-250.14,-13.60,-0.24,0.91,0.37,4.74,4.79,0.33,1764277170.4011872
-0.01,0.13,-1.11,-8.47,-250.14,-6.85,-0.23,0.90,0.35,0.85,1.17,3.58,1764277170.419111
-0.00,0.16,-1.25,-17.11,-250.14,-5.39,-0.21,0.90,0.34,-8.74,-6.18,3.40,1764277170.4370303
-0.62,-0.03,0.88,-6.11,-250.14,-27.67,-0.26,0.88,0.39,-35.98,5.58,-3.19,1764277170.46431
-1.00,0.21,-2.00,-24.60,-250.14,-22.62,-0.26,0.88,0.36,-30.77,12.45,-8.21,1764277170.4742227
-0.75,0.21,-1.67,-19.32,-250.14,-28.56,-0.26,0.90,0.40,-23.97,20.56,-11.62,1764277170.4966285
-0.60,0.17,-1.58,-9.11,-130.02,-20.67,-0.21,0.92,0.40,-12.52,14.15,-6.33,1764277170.51821
-0.82,0.15,-1.52,0.69,71.91,-7.32,-0.24,0.92,0.50,9.45,-5.62,0.73,1764277170.5323558
-0.66,0.10,-1.45,7.63,207.73,13.47,-0.23,0.92,0.44,24.94,-21.83,14.92,1764277170.545211
-0.73,0.11,-1.86,0.05,250.13,30.33,-0.25,0.90,0.42,33.30,-29.07,28.31,1764277170.564208
-0.69,-0.01,-1.32,-21.47,250.13,38.19,-0.23,0.90,0.38,32.79,-30.97,33.90,1764277170.5826492
-0.49,-0.04,-0.75,-41.14,250.13,21.55,-0.25,0.90,0.38,19.40,-24.10,33.47,1764277170.601836
-0.32,0.01,-0.46,-43.24,250.13,1.34,-0.25,0.88,0.37,6.19,-13.83,28.70,1764277170.6208906
-0.09,-0.08,-0.48,-50.85,250.13,-22.34,-0.25,0.89,0.34,-4.09,-4.08,26.88,1764277170.634709
0.06,-0.02,-0.76,-50.20,237.98,-32.13,-0.25,0.90,0.35,-10.63,2.89,31.56,1764277170.6536334
0.12,0.13,-0.88,-47.82,205.77,-31.84,-0.21,0.90,0.39,-13.83,0.11,38.18,1764277170.6711006
0.25,0.09,-0.66,-59.00,176.92,-26.73,-0.17,0.91,0.40,-11.81,-6.43,44.90,1764277170.6898057
0.28,0.13,-0.56,-65.94,114.62,-36.60,-0.17,0.90,0.42,-10.18,-14.99,50.24,1764277170.707041
0.32,0.21,-0.77,-65.45,81.50,-38.11,-0.16,0.90,0.39,-9.78,-17.49,52.06,1764277170.7250178
0.36,0.27,-0.81,-61.91,65.24,-45.69,-0.09,0.90,0.41,-12.33,-13.61,48.83,1764277170.7798429
0.39,0.43,-0.79,-49.59,54.47,-36.60,-0.06,0.90,0.43,-13.34,-11.78,40.02,1764277170.7799506
0.35,0.36,-0.74,-46.22,35.13,-44.24,-0.04,0.91,0.45,-11.35,-7.47,34.74,1764277170.7828465
0.39,0.47,-0.81,-37.21,24.67,-34.55,-0.00,0.91,0.46,-10.74,-5.89,28.66,1764277170.796943
0.36,0.50,-0.84,-32.48,17.64,-30.50,-0.01,0.92,0.48,-8.42,-6.36,24.97,1764277170.833862
0.37,0.40,-0.87,-29.69,16.08,-28.61,-0.01,0.93,0.47,-8.36,-4.20,26.44,1764277170.862169
0.36,0.43,-0.86,-33.67,16.13,-30.75,0.01,0.94,0.50,-7.63,-5.73,28.33,1764277170.8622632
0.37,0.44,-0.88,-32.91,15.55,-25.02,-0.01,0.93,0.52,-7.43,-8.42,30.22,1764277170.878207
0.35,0.48,-0.94,-34.74,22.47,-24.38,-0.01,0.93,0.51,-6.90,-9.10,30.89,1764277170.888912
0.35,0.98,-0.30,-21.90,-6.11,18.27,-0.03,0.93,0.49,-5.17,-2.98,30.35,1764277170.9115443
0.29,0.20,-1.18,-19.16,29.15,-21.67,0.01,0.90,0.48,-3.47,-0.04,29.08,1764277170.9560182
0.40,0.44,-0.76,-20.46,33.02,-25.51,-0.00,0.91,0.46,-3.21,9.02,27.73,1764277170.956117
0.43,0.38,-1.01,-14.59,5.37,-19.31,0.06,0.90,0.44,-1.21,4.42,26.66,1764277170.9631588
0.38,0.49,-0.60,-4.40,-2.59,-17.11,0.01,0.90,0.45,-3.35,5.02,25.04,1764277170.9806433
0.53,0.67,-0.48,10.26,-4.79,4.72,0.15,0.89,0.43,-5.54,-2.10,22.13,1764277170.9953847
0.41,0.71,-0.90,1.15,-15.61,-0.58,0.11,0.88,0.48,-7.68,-5.42,14.60,1764277171.020028
0.43,0.67,-0.93,-2.61,18.37,-1.11,0.15,0.87,0.47,-8.94,-4.75,4.58,1764277171.0342147
0.34,0.46,-0.83,-7.06,19.45,-6.21,0.09,0.91,0.51,-6.33,0.11,1.63,1764277171.0496402
0.36,0.45,-0.78,-9.35,13.36,-12.66,0.05,0.92,0.54,-3.34,3.47,2.42,1764277171.0674443
0.38,0.45,-0.76,-13.05,1.49,-10.34,0.04,0.92,0.54,-0.42,1.76,4.66,1764277171.0858076
0.39,0.46,-0.75,-20.09,-9.53,-8.23,0.05,0.92,0.51,1.74,-6.52,7.42,1764277171.1028757
0.40,0.47,-0.97,-27.07,-5.16,-6.73,0.03,0.91,0.49,1.02,-10.97,7.07,1764277171.1210542
0.40,0.46,-0.77,-21.34,-10.95,-3.31,0.01,0.89,0.45,-0.56,-6.90,6.43,1764277171.1386628
0.38,0.47,-0.77,-1.99,-14.18,-1.08,0.02,0.88,0.46,-1.44,-0.15,3.61,1764277171.1567144
0.39,0.49,-0.79,-0.87,-15.88,-2.93,0.06,0.88,0.46,-1.35,4.04,1.28,1764277171.1779077
0.40,0.47,-0.77,3.26,-19.12,1.89,0.06,0.87,0.46,-1.89,3.96,0.01,1764277171.194465
0.38,0.49,-0.87,3.93,-13.97,4.85,0.08,0.89,0.49,-3.74,1.50,1.31,1764277171.2241971
0.35,0.47,-1.04,-7.66,-2.66,1.89,0.08,0.91,0.50,-3.74,-2.19,1.31,1764277171.241218
0.34,0.46,-0.80,0.29,1.98,4.77,0.07,0.90,0.54,-2.76,-2.13,1.21,1764277171.2574103
0.33,0.42,-0.77,-6.20,-7.82,-1.79,0.06,0.90,0.53,-1.45,0.20,2.18,1764277171.2716637
0.33,0.46,-0.85,-0.99,-18.12,-1.79,0.05,0.91,0.53,-0.18,2.01,2.11,1764277171.334673
0.35,0.49,-0.92,1.05,-15.37,-0.85,0.06,0.90,0.51,2.19,1.50,0.49,1764277171.3348293
0.35,0.49,-0.88,1.73,-5.59,1.28,0.04,0.90,0.51,3.50,1.38,0.03,1764277171.3348641
0.35,0.46,-0.85,5.68,-2.78,4.70,0.03,0.90,0.51,3.78,3.48,-1.22,1764277171.3824456
0.34,0.46,-0.82,9.19,-1.08,6.46,0.05,0.90,0.54,4.34,3.37,0.22,1764277171.3825538
0.34,0.48,-0.79,9.73,-11.01,7.82,0.07,0.90,0.53,3.25,2.09,0.99,1764277171.3825865
0.35,0.45,-0.76,7.35,-17.27,8.20,0.08,0.89,0.52,3.27,-1.34,2.53,1764277171.4146109
0.38,0.44,-0.78,-1.65,-22.98,1.75,0.08,0.89,0.50,2.55,-4.49,3.47,1764277171.4147737
0.32,0.46,-0.91,-3.79,-16.15,0.00,0.08,0.87,0.49,1.30,-1.13,2.83,1764277171.4289722
0.29,0.46,-0.92,-4.17,-6.86,-0.88,0.05,0.88,0.51,1.13,1.18,2.70,1764277171.4449196
0.31,0.45,-0.92,3.08,-0.91,-1.22,0.04,0.89,0.51,2.39,4.57,2.18,1764277171.465434
0.33,0.44,-0.88,8.48,3.76,-2.14,0.03,0.90,0.52,1.11,9.79,2.65,1764277171.4813688
0.35,0.44,-0.87,7.78,5.50,-4.04,0.05,0.90,0.51,1.08,8.71,3.67,1764277171.506964
0.34,0.46,-0.81,2.13,9.43,-4.82,0.04,0.89,0.51,1.85,6.10,4.35,1764277171.5204272
0.33,0.48,-0.81,9.76,9.37,2.94,0.06,0.88,0.50,2.40,4.12,4.16,1764277171.5386791
0.33,0.45,-0.83,10.27,11.31,0.69,0.09,0.88,0.50,4.29,5.31,2.76,1764277171.5564291
0.33,0.46,-0.84,9.84,10.60,-1.14,0.09,0.88,0.50,6.03,9.02,0.24,1764277171.5729146
0.34,0.48,-0.81,8.17,8.91,-1.05,0.11,0.88,0.52,5.26,9.40,-0.37,1764277171.5894916
0.36,0.46,-0.74,0.26,-0.45,-6.40,0.11,0.89,0.52,5.02,3.40,0.55,1764277171.6174111
0.35,0.45,-0.79,-3.85,-3.76,-7.23,0.08,0.88,0.50,1.66,-1.77,2.61,1764277171.6285906
0.31,0.44,-0.85,-6.77,-6.97,-6.97,0.06,0.89,0.51,-0.05,-2.91,4.38,1764277171.647506
0.32,0.48,-0.84,-8.84,-9.38,-1.59,0.06,0.90,0.51,2.21,-2.79,2.63,1764277171.6614804
0.30,0.46,-0.85,1.32,-17.04,-2.34,0.03,0.89,0.52,3.89,4.38,0.95,1764277171.6804152
0.30,0.47,-0.82,6.93,-19.11,-1.60,0.05,0.90,0.53,5.86,6.11,-0.63,1764277171.6965744
0.30,0.48,-0.79,5.83,-29.34,3.72,0.06,0.90,0.53,8.15,6.21,-0.93,1764277171.7209163
0.31,0.47,-0.85,7.93,-33.52,0.51,0.08,0.90,0.52,8.67,5.89,-2.40,1764277171.7348726
0.30,0.46,-0.92,8.11,-27.27,-3.84,0.09,0.88,0.50,9.23,5.53,-4.83,1764277171.761014
0.30,0.49,-0.91,4.50,-18.72,-2.96,0.08,0.89,0.50,7.08,7.79,-5.65,1764277171.7707024
0.27,0.48,-0.89,7.83,-23.16,-1.52,0.08,0.89,0.52,7.54,7.54,-5.95,1764277171.7869148
0.27,0.44,-0.87,6.04,-21.75,-4.49,0.09,0.89,0.52,8.02,5.48,-5.06,1764277171.8066123
0.28,0.44,-0.88,-0.34,-14.49,-4.37,0.08,0.89,0.49,6.66,2.04,-3.56,1764277171.83154
0.26,0.41,-0.87,-2.03,-1.79,-4.25,0.05,0.89,0.50,5.24,0.76,-1.06,1764277171.8495374
0.25,0.42,-0.89,2.33,-1.45,-3.32,0.04,0.89,0.49,4.57,1.52,0.46,1764277171.866543
0.25,0.44,-0.86,6.89,-7.76,-1.93,0.04,0.90,0.50,5.80,4.03,-0.21,1764277171.8806705
0.26,0.47,-0.91,1.56,-3.67,-3.15,0.04,0.90,0.51,7.58,3.27,-1.16,1764277171.900475
0.19,0.58,-0.98,24.60,-4.41,3.55,0.02,0.91,0.53,4.92,1.60,-3.47,1764277171.916413
0.27,0.42,-0.74,1.37,-13.47,1.48,0.03,0.87,0.49,6.20,0.63,-0.77,1764277171.9312248
0.29,0.44,-0.85,5.40,-11.41,2.02,0.06,0.87,0.48,2.99,-2.05,-0.42,1764277171.9488082
0.26,0.46,-0.93,-4.20,2.45,5.79,0.07,0.87,0.46,1.28,-3.63,0.56,1764277171.9675956
0.23,0.45,-0.95,-4.84,23.15,2.46,0.06,0.88,0.48,1.08,-1.70,1.85,1764277171.985079
0.22,0.46,-0.90,-2.73,24.94,2.15,0.06,0.90,0.51,2.56,1.42,0.76,1764277172.0036047
0.27,0.44,-0.83,0.33,15.20,-0.34,0.06,0.91,0.52,4.57,1.37,1.40,1764277172.024552
0.29,0.46,-0.90,-5.38,19.32,2.63,0.05,0.90,0.51,3.26,-3.44,1.71,1764277172.0389526
0.28,0.50,-0.95,-2.92,28.37,6.59,0.06,0.89,0.51,1.19,-3.56,0.98,1764277172.056596
0.26,0.50,-0.92,-4.44,35.96,9.75,0.07,0.90,0.52,1.39,-0.21,-1.39,1764277172.0746326
0.26,0.48,-0.88,-7.46,28.86,8.60,0.08,0.90,0.54,4.76,3.58,-3.92,1764277172.094832
0.29,0.48,-0.83,-13.27,20.34,8.50,0.08,0.91,0.52,6.13,4.55,-3.72,1764277172.111336
0.30,0.29,-0.68,-3.78,7.60,-1.11,0.06,0.88,0.50,4.19,2.63,-0.87,1764277172.129482
0.30,0.40,-0.85,10.87,-2.97,-4.93,0.03,0.88,0.48,-0.31,2.52,1.90,1764277172.1480565
0.32,0.48,-0.87,11.80,-6.97,-7.61,0.06,0.89,0.48,-0.13,0.44,2.28,1764277172.166984
0.30,0.47,-0.88,2.07,6.63,-10.38,0.05,0.89,0.49,1.60,1.12,-0.50,1764277172.1827867
0.28,0.47,-0.87,-2.17,17.34,-6.49,0.06,0.89,0.52,3.21,2.98,-2.82,1764277172.201126
0.26,0.44,-0.77,6.25,2.31,-8.50,0.05,0.89,0.52,4.57,4.95,-2.87,1764277172.2189763
0.27,0.45,-0.83,3.92,-10.44,-4.02,0.08,0.90,0.53,5.13,4.12,-1.38,1764277172.2387252
0.29,0.48,-0.92,-5.89,-7.53,2.88,0.07,0.89,0.52,6.66,-1.66,0.56,1764277172.2553544
0.31,0.49,-0.93,-10.12,8.21,5.52,0.06,0.89,0.51,5.84,-2.80,1.27,1764277172.2730925
0.29,0.41,-0.82,-8.47,15.40,4.69,0.07,0.89,0.50,4.48,-1.98,-0.11,1764277172.2911732
0.26,0.44,-0.81,3.59,-0.15,2.29,0.03,0.89,0.51,4.56,2.14,-0.40,1764277172.3114853
0.28,0.44,-0.85,6.80,-13.14,4.74,0.04,0.90,0.52,5.79,2.73,0.29,1764277172.3275332
0.30,0.46,-0.87,3.00,-15.23,8.63,0.06,0.90,0.50,7.44,-0.50,1.47,1764277172.3458374
0.30,0.47,-0.88,2.94,-11.48,10.66,0.06,0.89,0.49,5.18,-0.40,1.60,1764277172.36264
0.28,0.46,-0.91,-1.06,-10.35,11.73,0.08,0.89,0.49,3.61,0.30,0.65,1764277172.380736
0.29,0.46,-0.93,-5.90,-5.95,11.30,0.06,0.89,0.48,2.70,2.33,-0.95,1764277172.3995893
0.28,0.43,-0.88,0.95,6.50,6.98,0.06,0.88,0.48,2.05,5.55,-2.51,1764277172.4174688
0.29,0.44,-0.82,1.11,10.88,6.10,0.05,0.88,0.50,3.10,6.63,-1.95,1764277172.434592
0.30,0.36,-0.67,6.96,0.82,0.30,0.06,0.89,0.50,2.84,3.65,1.53,1764277172.4557917
0.31,0.44,-0.83,5.87,-4.41,-3.15,0.06,0.89,0.48,0.30,-1.70,5.18,1764277172.4710784
0.29,0.47,-0.93,3.50,4.43,0.77,0.07,0.89,0.50,-1.77,-5.50,5.61,1764277172.4891872
0.28,0.46,-0.85,1.34,10.26,0.00,0.07,0.90,0.53,0.32,-3.60,3.17,1764277172.5134795
0.25,0.44,-0.82,6.85,-5.82,-3.15,0.08,0.90,0.53,3.73,2.60,0.77,1764277172.530198
0.26,0.47,-0.83,13.37,-19.42,-7.29,0.08,0.90,0.53,5.37,5.03,-1.26,1764277172.5458214
0.28,0.49,-0.87,4.37,-20.90,-13.76,0.11,0.88,0.50,6.08,2.06,-3.18,1764277172.562067
0.26,0.44,-0.85,2.28,-17.77,-11.79,0.08,0.88,0.50,5.31,2.06,-5.21,1764277172.579038
0.27,0.44,-0.97,-1.15,-8.15,-8.56,0.05,0.89,0.50,5.17,0.17,-2.84,1764277172.5965314
0.23,0.41,-0.89,-5.70,-4.22,-6.35,0.03,0.89,0.51,6.51,-1.55,-0.97,1764277172.614643
0.25,0.42,-0.91,-2.44,-6.15,1.40,-0.00,0.89,0.50,5.50,-0.29,0.69,1764277172.6330953
0.27,0.46,-0.97,-2.95,4.95,6.18,0.02,0.90,0.49,5.79,1.63,0.79,1764277172.651293
0.25,0.46,-0.93,-1.20,15.16,7.21,0.05,0.90,0.51,6.69,3.21,-1.24,1764277172.6694245
0.26,0.44,-0.81,1.92,10.69,-2.50,0.07,0.89,0.49,6.25,5.05,-1.69,1764277172.6876066
0.28,0.46,-0.88,-7.43,17.83,1.51,0.09,0.88,0.50,5.41,3.34,-1.53,1764277172.7051232
0.28,0.45,-0.87,-14.53,29.25,2.31,0.09,0.87,0.49,4.66,-0.05,-0.89,1764277172.7232199
0.26,0.42,-0.80,-15.31,28.05,-0.05,0.09,0.88,0.49,3.40,-0.32,-0.69,1764277172.743957
0.27,0.44,-0.81,-11.66,16.10,-0.04,0.06,0.89,0.49,2.91,0.62,-0.73,1764277172.7594788
0.28,0.46,-0.82,-4.90,9.64,2.32,0.07,0.90,0.51,3.60,0.45,-1.11,1764277172.7774506
0.27,0.47,-0.88,-1.67,1.66,3.72,0.05,0.90,0.51,3.16,1.03,-2.30,1764277172.7961924
0.28,0.47,-0.88,-0.24,-1.40,5.18,0.03,0.90,0.51,3.36,1.98,-4.43,1764277172.812932
0.28,0.47,-0.91,0.41,-2.71,9.98,0.04,0.91,0.51,4.02,2.05,-3.11,1764277172.8308573
0.29,0.51,-0.96,-5.91,3.61,12.88,0.06,0.90,0.50,4.76,-0.21,-3.31,1764277172.8528252
0.29,0.57,-1.09,-22.95,32.71,22.31,0.07,0.91,0.51,5.86,-1.11,-4.35,1764277172.867805
0.32,0.56,-1.03,-51.67,70.02,27.76,0.09,0.90,0.48,7.78,-2.25,-5.21,1764277172.8851442
0.32,0.40,-0.78,-47.78,84.24,26.88,0.06,0.88,0.48,5.70,0.01,-4.91,1764277172.9032052
0.33,0.46,-0.77,-36.60,76.54,27.90,0.05,0.88,0.48,2.44,0.74,-3.89,1764277172.9212718
0.37,0.46,-0.78,-35.94,65.76,15.87,0.05,0.89,0.49,2.35,1.28,-4.21,1764277172.9389212
0.36,0.47,-0.74,-14.27,45.34,17.78,0.04,0.90,0.52,2.66,3.27,-4.50,1764277172.962715
0.44,0.54,-1.00,1.34,46.58,23.27,0.05,0.90,0.52,0.77,5.40,-5.68,1764277172.9779658
0.42,0.48,-0.80,-20.41,60.60,16.02,0.06,0.92,0.52,5.37,6.32,-7.24,1764277172.9930565
0.37,0.29,-0.29,134.29,-250.14,-9.87,0.03,0.90,0.49,-7.97,38.52,-0.15,1764277173.013682
0.36,0.34,-1.28,7.83,-6.57,15.27,0.01,0.88,0.57,6.24,4.15,-2.88,1764277173.0288744
0.42,0.46,-0.79,-6.26,18.76,11.73,0.03,0.92,0.46,7.02,2.27,-2.42,1764277173.0472257
0.42,0.45,-0.82,3.21,7.60,11.61,0.03,0.90,0.46,5.03,4.89,0.11,1764277173.0654633
0.41,0.48,-0.74,3.65,4.98,9.80,0.04,0.90,0.51,6.14,4.63,-2.31,1764277173.0832071
0.42,0.48,-0.76,1.36,0.40,10.26,0.05,0.90,0.51,6.25,3.23,-2.21,1764277173.1033616
0.42,0.45,-0.77,0.68,-3.05,8.00,0.06,0.90,0.51,7.67,-0.21,-2.60,1764277173.118971
0.42,0.48,-0.85,-0.20,0.91,5.07,0.05,0.90,0.50,6.77,-0.19,-2.32,1764277173.1367626
0.43,0.43,-0.81,1.08,5.27,2.67,0.04,0.89,0.47,6.28,-0.08,-0.97,1764277173.1576614
0.46,0.49,-0.91,64.06,-11.02,10.38,0.03,0.88,0.44,7.47,3.97,2.18,1764277173.1734686
0.40,0.40,-0.94,142.27,-8.91,25.68,0.03,0.89,0.50,3.32,3.69,3.68,1764277173.1913624
0.42,0.36,-0.85,113.64,8.45,23.24,0.01,0.89,0.47,5.49,4.91,3.82,1764277173.2092617
0.43,0.37,-0.84,98.69,17.76,26.62,-0.00,0.91,0.49,6.38,5.98,2.55,1764277173.2264507
0.45,0.33,-0.82,100.56,8.31,28.84,-0.00,0.91,0.47,5.15,8.38,1.76,1764277173.2455046
0.44,0.27,-0.83,108.07,1.11,30.48,0.02,0.89,0.48,2.64,8.43,0.04,1764277173.2631805
0.40,0.24,-1.08,105.14,6.85,31.37,-0.01,0.88,0.50,6.56,8.44,-0.50,1764277173.2809918
0.44,0.21,-1.01,82.55,15.10,20.82,0.05,0.89,0.47,8.70,11.50,-1.13,1764277173.2988062
0.43,0.14,-0.93,44.54,27.18,-1.50,0.07,0.89,0.46,12.51,14.47,-0.49,1764277173.3177693
0.45,0.21,-0.85,37.30,38.40,-4.38,0.07,0.90,0.46,14.79,13.84,1.80,1764277173.3350315
0.48,0.22,-0.78,48.84,37.00,-0.05,0.05,0.90,0.50,8.63,5.18,0.40,1764277173.3533876
0.50,0.18,-0.69,45.80,18.70,0.40,0.05,0.89,0.51,2.15,2.23,-0.23,1764277173.371616
0.49,0.18,-0.75,49.92,-0.33,7.59,0.03,0.94,0.53,4.39,-0.31,2.01,1764277173.3914726
0.46,0.15,-0.78,50.33,-25.33,10.89,0.05,0.94,0.52,4.24,-4.08,3.06,1764277173.4071019
0.45,0.14,-0.74,47.73,-42.75,9.89,0.04,0.90,0.49,4.21,-1.31,2.87,1764277173.429017
0.45,0.14,-0.98,40.32,-42.99,10.13,0.08,0.88,0.47,4.55,-1.19,-0.48,1764277173.4463606
0.45,0.11,-0.87,39.08,-38.08,7.82,0.04,0.87,0.42,2.47,0.08,-2.23,1764277173.4676738
0.42,0.07,-0.93,34.25,-23.31,9.66,0.04,0.89,0.47,-1.08,0.50,-2.08,1764277173.478945
0.43,0.10,-1.07,14.67,-7.22,6.82,0.03,0.91,0.50,2.61,-6.41,-1.82,1764277173.4969735
0.43,0.07,-0.93,-3.13,-1.85,-1.68,0.01,0.91,0.49,2.26,-2.63,-1.97,1764277173.5151432
0.41,0.10,-0.99,-6.88,-0.14,0.75,-0.01,0.92,0.54,1.09,4.18,-3.75,1764277173.5329278
0.40,0.14,-0.92,-15.15,-7.42,1.28,0.03,0.93,0.55,6.03,7.63,-4.31,1764277173.5507383
0.42,0.16,-0.89,-31.08,-13.56,3.38,0.07,0.92,0.53,5.49,4.58,-4.40,1764277173.569472
0.44,0.14,-1.00,-51.44,-7.50,3.82,0.08,0.91,0.49,7.11,0.76,-4.03,1764277173.5871434
