ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,timestamp
0.37,0.17,-0.83,-22.57,-34.60,13.45,-0.06,0.81,0.54,-19.78,-28.18,-9.86,1764277177.654263
0.35,0.23,-0.91,-19.92,-35.21,9.56,-0.11,0.82,0.57,-21.11,-22.61,-7.32,1764277177.673337
0.29,0.27,-1.09,-17.00,-28.27,5.66,-0.13,0.85,0.65,-12.33,-18.24,-5.57,1764277177.6913495
0.28,0.27,-1.14,-11.90,-7.27,9.01,-0.15,0.86,0.66,-1.05,-12.31,-5.29,1764277177.7123725
0.31,0.32,-1.00,-3.76,-1.63,9.94,-0.14,0.82,0.65,4.27,-3.21,-6.37,1764277177.7268078
0.32,0.28,-0.93,-3.53,-0.99,10.91,-0.15,0.82,0.65,2.50,-6.77,-5.30,1764277177.7468524
0.31,0.19,-0.92,-5.82,-5.88,7.56,-0.14,0.81,0.64,-1.38,-8.53,-2.84,1764277177.766102
0.33,0.24,-0.92,-4.84,-5.97,5.69,-0.13,0.81,0.59,-3.19,-6.37,-2.18,1764277177.781596
0.35,0.26,-0.84,-3.94,-6.82,-1.15,-0.05,0.81,0.58,-4.21,-3.54,-1.77,1764277177.7988842
0.36,0.28,-0.81,-7.87,-11.40,2.95,-0.04,0.80,0.57,-5.84,-8.65,-0.37,1764277177.8165324
0.38,0.32,-0.76,-15.92,-16.73,-2.96,0.01,0.79,0.59,-11.83,-15.85,2.33,1764277177.8352227
0.38,0.43,-0.71,-21.12,-25.57,4.33,0.03,0.79,0.60,-16.46,-24.22,-1.57,1764277177.8533473
0.37,0.42,-0.77,-22.62,-36.69,11.06,0.02,0.78,0.59,-22.27,-29.05,-6.19,1764277177.8713372
0.35,0.36,-0.76,-22.51,-41.21,12.09,-0.02,0.77,0.60,-30.38,-29.85,-9.31,1764277177.8894002
0.32,0.30,-0.77,-23.49,-54.38,6.63,-0.03,0.78,0.60,-34.54,-27.32,-9.32,1764277177.9070373
0.29,0.24,-0.59,-25.35,-77.06,5.40,-0.01,0.75,0.64,-42.29,-26.54,-7.63,1764277177.9250214
0.23,0.55,-0.91,-34.73,-85.69,11.75,-0.01,0.74,0.71,-45.92,-43.52,-10.02,1764277177.9427807
0.20,0.33,-1.01,-38.55,-72.98,19.69,-0.01,0.75,0.70,-47.44,-53.33,-10.24,1764277177.9635315
0.21,0.36,-0.89,-44.02,-66.98,21.83,-0.03,0.74,0.71,-52.31,-57.26,-8.02,1764277177.979535
0.14,0.33,-1.00,-44.31,-68.61,15.95,-0.12,0.78,0.69,-47.05,-42.50,-7.63,1764277177.9972048
0.04,0.12,-1.30,-21.00,-56.04,-2.75,-0.24,0.85,0.73,-34.76,-3.34,-1.47,1764277178.0161529
0.01,0.33,-1.61,8.28,-14.49,-24.38,-0.19,0.85,0.83,-8.39,28.00,0.00,1764277178.0334008
0.04,0.60,-1.36,27.90,21.49,-18.02,-0.09,0.81,0.91,16.01,44.60,-7.64,1764277178.051012
0.09,0.60,-1.17,32.28,44.38,3.54,-0.01,0.75,0.91,35.18,26.71,-13.08,1764277178.0689366
0.10,0.27,-0.96,14.23,43.65,11.48,-0.11,0.76,0.81,37.43,10.79,-3.33,1764277178.0875685
0.07,0.19,-1.36,10.82,64.77,-5.30,-0.20,0.78,0.76,39.90,26.21,4.53,1764277178.1047971
0.08,0.30,-1.36,30.48,96.87,-22.98,-0.19,0.81,0.71,54.38,61.11,1.84,1764277178.1226768
0.11,0.55,-1.11,61.68,120.51,-28.89,-0.04,0.79,0.76,69.74,77.21,-10.10,1764277178.1450007
0.31,0.44,-0.54,52.82,105.53,-18.19,-0.02,0.73,0.65,65.79,68.45,-10.28,1764277178.1589587
0.38,0.23,-0.34,48.58,63.98,-12.08,-0.03,0.71,0.57,44.87,59.64,-4.05,1764277178.1790252
0.41,0.27,-0.57,41.20,36.76,-15.43,0.01,0.70,0.51,21.10,53.24,-6.21,1764277178.1958115
0.42,0.40,-0.46,45.51,10.33,-13.85,-0.04,0.72,0.48,6.63,61.12,-15.69,1764277178.2126524
0.37,0.41,-0.82,65.53,-2.85,-18.72,0.01,0.73,0.58,-3.23,58.12,-27.40,1764277178.2312198
0.40,0.35,-0.52,44.61,-18.61,-1.47,-0.04,0.77,0.60,-7.37,31.22,-24.31,1764277178.2488627
0.37,0.09,-0.60,5.51,-37.31,5.02,-0.06,0.76,0.65,-16.90,-11.92,-8.33,1764277178.2668831
0.32,0.28,-0.64,-26.89,-54.95,15.25,-0.09,0.76,0.68,-25.73,-44.53,3.42,1764277178.2857528
0.27,0.38,-0.54,-49.50,-82.65,34.89,-0.08,0.74,0.71,-25.72,-72.02,2.83,1764277178.3030243
0.25,0.22,-0.37,-65.28,-127.44,35.30,-0.17,0.70,0.61,-37.28,-84.76,8.41,1764277178.3214352
0.10,0.12,-0.38,-61.91,-200.37,21.30,-0.15,0.63,0.62,-75.34,-70.26,7.76,1764277178.339242
0.05,0.36,-0.85,-63.58,-231.53,15.55,-0.11,0.66,0.65,-93.21,-69.21,-1.78,1764277178.35806
-0.04,0.47,-1.42,-59.12,-177.60,22.79,-0.09,0.69,0.73,-90.89,-72.02,-8.37,1764277178.378981
-0.07,0.43,-1.20,-56.06,-128.39,23.85,-0.09,0.71,0.75,-87.14,-68.46,-8.49,1764277178.397988
-0.07,0.36,-1.08,-54.59,-114.98,19.68,-0.06,0.72,0.79,-76.69,-59.06,-5.76,1764277178.4117749
-0.10,0.51,-1.21,-47.76,-84.86,19.08,-0.04,0.69,0.85,-62.82,-52.47,-8.21,1764277178.4291985
-0.12,0.56,-1.12,-36.12,-65.05,21.22,-0.02,0.67,0.90,-53.21,-48.54,-14.94,1764277178.446862
-0.17,0.52,-1.21,-21.20,-46.36,21.28,-0.03,0.69,0.91,-44.26,-35.70,-19.78,1764277178.4648557
-0.18,0.46,-1.19,-8.05,-27.37,16.60,-0.05,0.70,0.95,-29.63,-20.26,-20.76,1764277178.4853077
-0.18,0.47,-1.24,-1.37,-7.10,15.89,-0.06,0.71,0.97,-14.59,-13.81,-16.63,1764277178.5010238
-0.18,0.46,-1.24,-0.15,10.87,12.32,-0.08,0.70,0.94,1.35,-6.82,-12.22,1764277178.5190506
-0.17,0.47,-1.16,6.15,27.23,18.85,-0.11,0.69,0.92,16.50,1.15,-12.45,1764277178.5371742
-0.13,0.34,-1.15,11.91,39.22,13.67,-0.09,0.63,0.87,26.10,6.44,-8.32,1764277178.5553012
-0.07,0.30,-0.86,2.96,51.11,12.11,-0.04,0.57,0.85,23.92,-6.32,-3.78,1764277178.5732026
0.02,0.30,-0.37,-17.05,9.61,14.05,-0.02,0.54,0.80,13.49,-23.02,0.94,1764277178.591346
-0.01,0.36,-0.85,-20.35,-6.76,15.44,-0.04,0.58,0.77,2.36,-24.22,-2.18,1764277178.609552
-0.01,0.36,-0.92,-9.60,-6.11,11.49,-0.06,0.62,0.75,-2.87,-11.26,-5.36,1764277178.6293743
0.00,0.37,-0.91,1.79,-3.56,6.45,-0.02,0.62,0.75,-7.40,2.62,-5.53,1764277178.6456053
0.01,0.45,-0.82,3.82,-6.48,0.95,0.04,0.62,0.79,-8.37,1.60,-6.89,1764277178.6626966
0.01,0.49,-0.82,-3.18,-9.93,8.70,0.06,0.61,0.81,-11.79,-8.25,-7.08,1764277178.6807895
-0.03,0.43,-0.88,-7.13,-13.07,12.91,-0.02,0.63,0.81,-13.42,-7.69,-6.18,1764277178.6992567
-0.08,0.34,-1.08,1.24,-9.55,-0.44,-0.08,0.67,0.83,-8.51,11.01,-3.87,1764277178.7170432
-0.10,0.46,-1.21,18.73,4.18,-6.31,-0.08,0.69,0.86,8.38,28.72,-6.73,1764277178.7345114
-0.08,0.47,-1.14,27.63,22.47,-4.82,-0.10,0.68,0.92,16.15,38.03,-8.73,1764277178.7525284
-0.12,0.51,-1.18,31.44,34.77,0.45,-0.07,0.63,0.96,32.99,35.52,-8.63,1764277178.769968
-0.13,0.36,-0.98,19.50,47.66,8.53,-0.09,0.61,0.98,39.78,15.82,-2.89,1764277178.7977774
-0.12,0.20,-1.11,6.16,53.41,-2.31,-0.16,0.66,0.90,39.46,13.86,9.56,1764277178.812307
-0.14,0.29,-1.21,7.13,65.44,-11.64,-0.24,0.71,0.88,52.27,31.06,15.84,1764277178.8278913
-0.15,0.22,-1.49,35.49,89.96,-29.13,-0.28,0.75,0.82,65.87,68.70,22.30,1764277178.8444293
-0.11,0.38,-1.29,56.60,129.95,-49.44,-0.10,0.66,0.91,74.99,88.79,19.78,1764277178.8740604
0.01,0.51,-0.66,47.02,118.79,-27.11,-0.05,0.66,0.88,76.09,65.21,18.10,1764277178.889256
0.05,0.42,-0.92,31.31,104.44,-13.79,-0.10,0.70,0.80,76.11,50.52,21.97,1764277178.9005013
0.04,0.27,-1.06,30.53,108.99,-18.92,-0.16,0.73,0.74,79.58,61.05,25.49,1764277178.9203436
0.07,0.26,-1.09,57.04,124.24,-36.53,-0.18,0.73,0.67,78.53,93.42,22.06,1764277178.9366457
0.14,0.37,-0.85,92.18,122.81,-53.88,-0.14,0.67,0.59,72.54,135.96,7.84,1764277178.9522142
0.22,0.47,-0.62,131.24,103.05,-63.42,-0.14,0.65,0.55,56.17,172.37,-12.03,1764277178.969067
0.28,0.43,-0.63,161.35,77.95,-59.98,-0.15,0.68,0.58,41.01,186.66,-29.39,1764277178.9868398
0.30,0.26,-0.79,168.47,68.15,-61.11,-0.18,0.72,0.59,24.73,181.79,-37.19,1764277179.005757
0.33,0.17,-0.72,156.19,55.42,-52.05,-0.26,0.75,0.56,18.21,163.74,-34.10,1764277179.0278003
0.32,0.00,-0.86,139.60,42.82,-53.72,-0.32,0.79,0.54,11.03,151.09,-23.21,1764277179.0871012
0.29,-0.02,-1.03,124.99,54.77,-56.37,-0.34,0.78,0.51,15.86,144.73,-13.97,1764277179.0872178
0.30,0.01,-0.92,116.94,58.45,-61.02,-0.39,0.78,0.48,20.71,144.76,-7.31,1764277179.0873036
0.35,-0.00,-0.93,114.31,68.24,-64.69,-0.41,0.74,0.48,22.06,140.67,-5.26,1764277179.098534
0.35,-0.06,-0.81,112.97,57.94,-70.72,-0.42,0.74,0.48,14.79,142.41,-5.43,1764277179.1151402
0.39,0.12,-0.88,106.93,49.27,-58.10,-0.40,0.76,0.53,11.14,124.27,-12.12,1764277179.1339204
0.40,0.01,-0.85,100.56,39.56,-42.69,-0.46,0.78,0.53,7.66,116.19,-15.15,1764277179.1538186
0.40,-0.14,-0.94,89.13,34.21,-41.89,-0.51,0.79,0.45,3.85,100.37,-14.64,1764277179.169923
0.40,-0.20,-0.94,77.85,25.18,-43.60,-0.52,0.80,0.51,2.04,101.24,-6.80,1764277179.1849782
0.39,-0.10,-1.01,64.27,27.18,-36.92,-0.51,0.82,0.47,6.99,80.71,-0.93,1764277179.2147582
0.38,-0.18,-0.98,52.12,30.31,-37.00,-0.58,0.82,0.45,15.65,77.31,7.21,1764277179.222812
0.36,-0.24,-1.06,59.82,35.19,-46.01,-0.60,0.75,0.43,12.27,86.25,8.85,1764277179.2484565
0.43,-0.21,-0.88,62.05,39.42,-52.15,-0.61,0.76,0.32,12.56,97.66,11.52,1764277179.2634833
0.46,-0.20,-0.85,66.89,33.34,-59.44,-0.52,0.74,0.36,-0.18,97.50,7.66,1764277179.2773604
0.50,-0.04,-0.79,62.66,26.71,-48.78,-0.46,0.75,0.34,0.78,86.06,2.85,1764277179.2955217
0.49,-0.04,-0.78,54.76,19.92,-31.93,-0.49,0.79,0.33,3.88,67.84,-0.97,1764277179.3114078
0.48,-0.19,-0.83,49.37,15.49,-26.50,-0.49,0.78,0.28,3.50,61.66,0.09,1764277179.329045
0.52,-0.24,-0.78,38.95,12.01,-28.35,-0.54,0.78,0.24,0.31,53.02,5.24,1764277179.3477743
0.53,-0.31,-0.79,33.21,8.98,-32.95,-0.56,0.77,0.22,-5.93,53.69,9.27,1764277179.3653033
0.50,-0.33,-0.82,29.25,5.69,-40.89,-0.56,0.77,0.24,-13.24,53.87,12.94,1764277179.3890407
0.53,-0.20,-0.78,18.39,5.76,-41.12,-0.53,0.77,0.26,-13.76,39.69,14.50,1764277179.447139
0.52,-0.19,-0.75,10.50,-2.92,-30.27,-0.54,0.79,0.27,-11.89,27.28,14.47,1764277179.447256
0.52,-0.23,-0.85,5.32,-5.91,-27.68,-0.55,0.77,0.25,-15.00,20.18,14.79,1764277179.4472914
0.52,-0.15,-0.81,-2.83,-5.79,-22.02,-0.52,0.78,0.27,-13.13,9.89,12.48,1764277179.4682589
0.52,-0.15,-0.77,-9.96,-9.13,-11.29,-0.52,0.77,0.27,-13.55,-0.21,10.58,1764277179.473488
0.53,-0.17,-0.77,-17.15,-15.31,-14.10,-0.49,0.76,0.28,-18.53,-7.32,7.44,1764277179.4968572
0.52,-0.11,-0.76,-25.00,-23.66,-2.66,-0.48,0.76,0.31,-21.40,-17.68,3.74,1764277179.5135744
0.44,-0.17,-0.85,-23.05,-29.41,-2.91,-0.54,0.76,0.32,-23.60,-19.86,5.70,1764277179.5321093
0.46,-0.24,-0.90,-21.36,-28.58,-14.56,-0.51,0.78,0.36,-32.87,-17.03,7.62,1764277179.5465388
0.50,-0.08,-0.76,-32.50,-35.54,-9.15,-0.46,0.82,0.40,-36.31,-29.45,9.73,1764277179.5624309
0.48,-0.11,-0.89,-41.58,-46.60,-9.14,-0.46,0.84,0.45,-41.44,-41.50,13.66,1764277179.5892568
0.45,-0.04,-0.96,-53.13,-47.47,-4.95,-0.46,0.87,0.46,-40.29,-50.02,17.60,1764277179.6076906
0.43,0.04,-1.04,-61.89,-42.78,-3.25,-0.42,0.88,0.49,-33.32,-60.16,20.80,1764277179.625605
0.40,0.00,-1.07,-68.91,-36.69,3.25,-0.47,0.88,0.48,-28.47,-62.88,26.42,1764277179.6408563
0.42,-0.10,-1.10,-67.17,-25.73,-8.65,-0.45,0.87,0.48,-30.04,-54.32,30.33,1764277179.6565194
0.47,0.09,-0.91,-61.50,-27.05,-11.99,-0.41,0.87,0.48,-32.89,-47.97,26.34,1764277179.672517
0.48,0.13,-0.89,-52.71,-36.92,-10.36,-0.41,0.84,0.49,-36.88,-41.72,15.34,1764277179.6964726
0.41,0.12,-1.05,-34.10,-42.00,-3.26,-0.46,0.84,0.54,-37.28,-29.40,3.97,1764277179.7161589
0.31,0.20,-1.21,-24.93,-35.06,5.55,-0.50,0.85,0.64,-22.74,-29.64,-4.85,1764277179.7298324
0.26,0.05,-1.29,-19.79,-21.12,17.64,-0.59,0.83,0.63,-8.02,-23.91,-6.67,1764277179.7464154
0.25,-0.18,-1.24,-11.38,-11.27,11.61,-0.61,0.81,0.62,-5.52,-10.51,-0.98,1764277179.7623725
0.27,-0.11,-1.22,-11.76,-2.82,3.04,-0.61,0.80,0.61,1.47,-9.50,2.81,1764277179.7797267
0.27,-0.10,-1.20,-10.08,3.24,6.37,-0.61,0.78,0.61,6.90,-4.63,4.38,1764277179.7965817
0.26,-0.07,-1.17,-5.47,11.52,5.82,-0.62,0.77,0.55,15.47,0.34,3.82,1764277179.8216145
0.27,-0.16,-1.11,4.54,20.20,2.92,-0.61,0.74,0.49,20.73,12.76,3.77,1764277179.837458
0.28,-0.17,-1.05,12.24,27.11,-1.34,-0.62,0.70,0.41,23.91,23.61,5.32,1764277179.852596
0.33,-0.29,-0.99,20.73,34.04,-12.81,-0.61,0.68,0.35,19.15,40.65,7.80,1764277179.8716798
0.35,-0.29,-0.84,24.60,34.21,-27.46,-0.58,0.66,0.33,12.66,50.45,11.98,1764277179.888864
0.34,-0.25,-0.90,34.03,34.18,-33.37,-0.58,0.66,0.34,6.66,60.25,14.18,1764277179.9079125
0.33,-0.22,-0.85,30.29,35.84,-37.73,-0.54,0.68,0.38,6.95,54.74,17.26,1764277179.9235017
0.37,-0.18,-0.74,19.81,28.24,-38.17,-0.48,0.68,0.38,3.05,43.47,21.35,1764277179.9471135
0.44,-0.11,-0.72,12.95,16.37,-34.05,-0.45,0.73,0.36,-8.05,43.02,27.07,1764277179.961328
0.42,0.00,-0.78,-11.36,12.57,-28.12,-0.32,0.73,0.48,3.01,-2.86,25.82,1764277179.977902
0.43,0.08,-0.66,-35.34,-1.07,-4.26,-0.33,0.72,0.44,0.73,-20.32,28.77,1764277179.9952676
0.42,0.03,-0.81,-45.34,-10.66,-4.26,-0.33,0.72,0.41,-3.57,-34.39,24.70,1764277180.0166726
0.42,0.08,-0.73,-48.44,-10.69,1.24,-0.32,0.71,0.38,-2.90,-33.70,21.76,1764277180.0335636
0.43,0.06,-0.73,-38.63,-21.53,2.08,-0.35,0.72,0.36,-11.98,-31.10,12.21,1764277180.04963
0.45,0.05,-0.74,-29.93,-27.87,-2.29,-0.37,0.74,0.36,-20.89,-22.88,3.80,1764277180.0734527
0.41,0.04,-0.81,-19.98,-39.64,-0.09,-0.42,0.75,0.42,-28.61,-13.26,0.13,1764277180.1203458
0.37,0.02,-1.02,-17.11,-37.17,-5.63,-0.36,0.80,0.55,-27.39,-16.38,-0.41,1764277180.1204612
0.38,0.17,-0.94,-25.18,-32.13,6.83,-0.37,0.82,0.52,-18.33,-29.24,0.37,1764277180.1230214
0.42,0.02,-0.93,-31.48,-32.94,4.96,-0.37,0.83,0.47,-21.29,-33.43,1.06,1764277180.1394804
0.44,0.05,-0.90,-33.84,-36.05,3.62,-0.36,0.84,0.48,-28.35,-35.52,2.47,1764277180.1572595
0.40,0.08,-0.93,-37.98,-40.01,1.60,-0.36,0.83,0.52,-30.30,-39.11,2.58,1764277180.1804626
0.33,0.12,-1.00,-34.64,-39.74,3.81,-0.37,0.81,0.53,-27.62,-35.56,3.21,1764277180.1938996
0.34,0.10,-0.99,-29.41,-34.73,1.60,-0.35,0.81,0.50,-24.81,-30.64,2.89,1764277180.2117047
0.35,0.11,-0.91,-28.33,-31.84,-2.39,-0.32,0.79,0.51,-26.44,-25.11,5.37,1764277180.2296627
0.36,0.13,-0.89,-29.40,-34.66,-4.98,-0.29,0.80,0.54,-30.79,-25.84,7.18,1764277180.2462862
0.36,0.18,-0.88,-32.92,-37.85,-10.21,-0.25,0.79,0.56,-35.60,-28.47,6.94,1764277180.2656448
0.34,0.25,-0.90,-36.24,-39.24,-1.66,-0.22,0.79,0.58,-34.69,-36.53,5.15,1764277180.2829146
0.34,0.29,-0.85,-40.13,-42.11,1.40,-0.23,0.79,0.57,-29.89,-39.58,4.78,1764277180.302766
0.30,0.23,-0.97,-39.60,-39.92,5.27,-0.22,0.79,0.60,-27.88,-43.08,5.00,1764277180.3197649
0.30,0.23,-0.96,-41.53,-33.76,3.47,-0.22,0.79,0.60,-27.81,-42.63,6.90,1764277180.3388186
0.30,0.24,-0.92,-45.81,-37.82,-0.95,-0.18,0.82,0.67,-32.05,-44.28,11.12,1764277180.3559077
0.23,0.34,-1.05,-53.81,-33.76,3.39,-0.18,0.82,0.74,-24.95,-52.69,16.65,1764277180.3748615
0.21,0.39,-1.08,-61.79,-21.15,7.21,-0.12,0.83,0.78,-14.56,-59.66,21.09,1764277180.394181
0.19,0.52,-1.05,-70.11,-14.89,18.03,-0.09,0.82,0.80,0.40,-70.91,23.74,1764277180.4118297
0.17,0.54,-1.07,-78.82,-5.30,30.87,-0.08,0.79,0.79,14.63,-78.21,23.53,1764277180.4316113
0.16,0.51,-1.04,-75.73,4.55,37.82,-0.08,0.76,0.77,25.02,-74.29,20.90,1764277180.4448047
0.17,0.48,-0.95,-65.31,10.96,36.84,-0.08,0.72,0.70,28.25,-63.87,15.44,1764277180.463563
0.19,0.47,-0.89,-48.61,11.97,39.26,-0.06,0.70,0.68,30.11,-51.57,6.44,1764277180.48152
0.19,0.50,-0.85,-33.91,8.83,43.16,-0.10,0.68,0.64,32.67,-43.66,-6.98,1764277180.501893
0.22,0.36,-0.82,-14.84,4.14,44.74,-0.16,0.66,0.61,27.05,-26.95,-18.44,1764277180.5181105
0.25,0.25,-0.82,5.20,-1.15,34.49,-0.18,0.66,0.57,14.79,-8.05,-27.54,1764277180.536313
0.22,0.30,-0.81,13.79,-9.38,30.89,-0.21,0.68,0.65,12.89,-4.37,-31.97,1764277180.553083
0.14,0.22,-1.02,15.57,-7.05,33.44,-0.25,0.69,0.68,14.62,-3.24,-29.36,1764277180.5725589
0.14,0.12,-1.00,12.08,1.16,23.94,-0.24,0.71,0.70,15.43,-1.40,-20.15,1764277180.5900257
0.18,0.18,-0.92,5.05,4.29,19.32,-0.21,0.71,0.66,13.63,-3.95,-10.84,1764277180.6124122
0.22,0.16,-0.84,-5.15,1.44,12.21,-0.18,0.71,0.65,8.34,-9.31,-3.98,1764277180.6280918
0.24,0.25,-0.85,-12.95,-1.79,10.03,-0.16,0.71,0.65,3.89,-14.71,-0.12,1764277180.6444485
0.21,0.33,-0.92,-15.47,-2.92,9.30,-0.16,0.72,0.68,4.77,-16.63,-0.37,1764277180.663204
0.20,0.37,-0.97,-10.68,0.70,13.73,-0.15,0.73,0.67,9.20,-13.50,-2.60,1764277180.685549
0.22,0.34,-0.92,-2.90,3.30,10.40,-0.15,0.73,0.65,9.67,-4.85,-6.11,1764277180.696663
0.23,0.37,-0.89,2.89,3.14,11.26,-0.13,0.73,0.66,11.76,-1.47,-10.26,1764277180.7159424
0.23,0.34,-0.89,9.08,2.31,12.95,-0.14,0.72,0.64,10.46,3.98,-12.63,1764277180.7373407
0.24,0.35,-0.87,12.02,0.83,11.04,-0.13,0.73,0.63,10.85,4.02,-15.29,1764277180.7524452
0.26,0.33,-0.85,11.79,0.12,16.23,-0.11,0.73,0.63,11.03,2.36,-16.01,1764277180.769087
0.25,0.33,-0.88,11.17,-2.71,16.31,-0.13,0.74,0.64,11.31,-0.45,-15.74,1764277180.7870843
0.25,0.29,-0.90,8.99,-0.40,15.51,-0.15,0.75,0.62,11.58,0.47,-14.47,1764277180.805635
0.26,0.30,-0.91,9.57,2.31,16.29,-0.16,0.75,0.62,12.84,1.05,-13.99,1764277180.8300061
0.29,0.30,-0.86,11.83,-0.88,17.00,-0.16,0.76,0.61,11.52,2.06,-15.97,1764277180.8473904
0.29,0.29,-0.88,11.28,-1.35,15.11,-0.17,0.76,0.61,9.48,1.15,-18.37,1764277180.8644676
0.30,0.29,-0.86,15.01,-7.63,16.63,-0.19,0.76,0.62,7.13,2.21,-20.15,1764277180.8785892
0.27,0.27,-0.91,17.42,-12.47,16.34,-0.22,0.78,0.64,5.62,2.25,-20.79,1764277180.8981414
0.25,0.23,-1.03,15.05,-10.03,14.76,-0.24,0.78,0.66,7.14,4.18,-19.07,1764277180.9145155
0.24,0.24,-0.98,14.66,-3.96,15.06,-0.23,0.78,0.66,8.83,3.65,-17.37,1764277180.9316275
0.25,0.24,-0.91,13.17,-8.53,15.68,-0.23,0.77,0.65,8.66,2.76,-15.90,1764277180.9500453
0.26,0.24,-0.90,12.43,-22.96,16.72,-0.23,0.76,0.66,7.70,-0.27,-15.11,1764277180.9678874
0.23,0.26,-0.95,12.76,-26.89,17.89,-0.24,0.74,0.66,4.74,-3.92,-15.84,1764277180.9869554
0.22,0.23,-1.03,8.70,-21.50,18.07,-0.25,0.75,0.66,3.73,-4.11,-15.96,1764277181.004398
0.23,0.21,-0.92,4.70,-19.56,16.49,-0.23,0.75,0.67,1.18,-7.95,-16.13,1764277181.0215075
0.20,0.24,-0.92,1.02,-23.67,18.13,-0.25,0.74,0.68,-1.60,-12.63,-15.40,1764277181.0427752
0.19,0.18,-0.90,-0.73,-30.76,18.50,-0.25,0.74,0.71,-7.78,-13.80,-13.47,1764277181.0651042
0.17,0.20,-0.94,-2.40,-40.21,16.11,-0.27,0.75,0.70,-8.77,-14.55,-11.28,1764277181.080891
0.14,0.21,-1.10,-3.61,-40.95,13.56,-0.27,0.75,0.70,-8.11,-14.51,-10.55,1764277181.0964758
0.12,0.22,-1.13,0.18,-25.59,13.40,-0.28,0.76,0.70,-4.17,-9.00,-11.28,1764277181.1114373
0.15,0.23,-1.06,3.27,-18.39,7.54,-0.26,0.76,0.69,-1.33,-5.02,-11.54,1764277181.1377525
0.18,0.25,-1.01,1.42,-15.19,11.37,-0.24,0.76,0.68,-0.94,-5.54,-12.33,1764277181.1477044
0.19,0.22,-0.96,1.35,-14.92,10.31,-0.25,0.76,0.65,-1.64,-5.85,-11.94,1764277181.1691434
0.18,0.21,-1.00,3.02,-12.92,9.85,-0.25,0.75,0.65,-2.77,-5.03,-10.88,1764277181.1872764
0.16,0.19,-0.99,1.42,-12.85,6.76,-0.26,0.75,0.66,-2.95,-2.85,-9.90,1764277181.2017143
0.13,0.18,-1.04,2.66,-8.85,6.83,-0.28,0.74,0.67,-2.79,0.95,-8.08,1764277181.2217517
0.13,0.22,-0.98,0.66,-5.60,4.10,-0.27,0.75,0.70,-0.04,-1.95,-6.37,1764277181.2379718
0.13,0.21,-1.03,-2.66,-3.69,8.56,-0.28,0.74,0.71,4.28,-4.81,-4.56,1764277181.2559443
0.13,0.18,-1.04,-1.66,0.29,5.86,-0.27,0.74,0.69,5.14,-4.87,-2.33,1764277181.2775354
0.15,0.24,-0.99,-4.72,0.60,9.54,-0.27,0.74,0.69,6.45,-6.76,-1.95,1764277181.2941658
0.14,0.23,-1.01,-6.40,2.98,11.19,-0.24,0.74,0.70,8.31,-9.15,-1.61,1764277181.3156395
0.15,0.24,-0.97,-6.93,2.21,10.36,-0.24,0.74,0.68,8.73,-8.62,-2.08,1764277181.3316677
0.17,0.24,-0.94,-5.68,3.11,10.73,-0.23,0.73,0.67,7.85,-8.24,-3.43,1764277181.3477523
0.18,0.29,-0.91,-4.47,-2.21,14.45,-0.20,0.73,0.68,7.40,-12.32,-6.15,1764277181.3636136
0.18,0.30,-0.92,-7.82,-6.32,20.14,-0.21,0.73,0.67,7.73,-15.75,-9.56,1764277181.3808954
0.18,0.26,-0.95,-6.73,-7.34,21.44,-0.21,0.73,0.67,4.89,-16.59,-11.27,1764277181.429615
0.16,0.29,-0.96,-8.21,-7.59,24.57,-0.21,0.73,0.69,5.61,-21.58,-13.27,1764277181.4297283
0.19,0.26,-0.92,-12.30,-9.99,26.58,-0.21,0.74,0.66,4.41,-24.98,-14.31,1764277181.4357097
0.18,0.22,-0.92,-9.82,-14.24,25.68,-0.21,0.73,0.67,-0.63,-24.88,-14.08,1764277181.4562209
0.15,0.27,-0.94,-12.79,-18.28,27.33,-0.21,0.73,0.67,-1.15,-28.76,-14.49,1764277181.4715953
0.15,0.27,-0.96,-17.11,-17.90,28.02,-0.21,0.73,0.71,0.03,-32.31,-13.29,1764277181.4887812
0.12,0.24,-0.98,-18.24,-19.85,32.21,-0.25,0.73,0.68,0.91,-32.28,-11.17,1764277181.5073402
0.09,0.16,-1.08,-13.43,-11.77,19.69,-0.27,0.72,0.68,1.24,-21.02,-9.00,1764277181.531483
0.11,0.22,-0.99,-6.63,-7.47,16.13,-0.27,0.71,0.67,0.56,-10.50,-8.59,1764277181.5455325
0.11,0.17,-1.01,3.22,-7.96,9.24,-0.28,0.71,0.66,0.56,0.39,-8.79,1764277181.5637834
0.09,0.21,-1.08,8.78,-1.18,2.92,-0.27,0.71,0.71,1.54,8.24,-9.95,1764277181.579031
0.10,0.26,-1.00,9.47,2.05,8.73,-0.27,0.72,0.70,7.96,5.91,-9.89,1764277181.5987475
0.10,0.14,-1.03,8.44,6.05,3.40,-0.29,0.72,0.69,7.79,8.07,-6.59,1764277181.6165795
0.12,0.13,-0.99,6.59,4.68,-1.33,-0.29,0.72,0.68,5.21,11.11,-0.93,1764277181.6337152
0.09,0.14,-1.07,6.00,11.80,-5.35,-0.32,0.72,0.69,6.82,14.76,2.70,1764277181.6705058
0.10,0.16,-1.11,9.85,20.85,-9.95,-0.31,0.73,0.68,8.32,21.76,4.95,1764277181.6706262
